ArticleID,RatioID,PubMedID,Title,Affiliation,PubYear,PrimAuthLastName,PrimAuthFirstName,PrimAuthFMInitials,DisplayRatio,ComparatorID,InterventionPhrase,ComparatorPhrase,CI_ICER,CI_ICERText,RatioUncertainty,IncrementalAnalysisCorrect,IncrementalAnalysisRecalculated,Rating,RatingUncertainty,Country,SuperRegion_SubSaharanAfrica,SuperRegion_SoutheastAsiaOceania,SuperRegion_SouthAsia,SuperRegion_NorthAfricaMidEast,SuperRegion_HighIncome,SuperRegion_EuropeCentralAsia,SuperRegion_LatinAmerica,SuperRegion_NA,SuperRegion_Multiple,WBIncome_High,WBIncome_UpperMiddle,WBIncome_LowerMiddle,WBIncome_Low
2004-01-00357,2004-01-00357-04,15465766,Iron fortification and iron supplementation are cost-effective interventions to reduce iron deficiency in four subregions of the world.,"WHO-CHOICE, Institute for Medical Technology Assessment, Erasmus Medical Center, Rotterdam, The Netherlands. Baltussen@bmg.eur.nl",2004,Baltussen,Rob,R,690,3,Iron supplementation,None,0.0,,,1,0,5.0,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-01-01221,2011-01-01221-06,24038500,Cost effectiveness of child pneumococcal conjugate vaccination in middle-income countries.,"Division of Infectious Diseases, Department of Medicine and Information Services Department, Children's Hospital Boston, 300 Longwood Avenue, Enders 7, Boston, MA 02115, USA.",2011,Nakamura,Mari M,MM,1400,3,Pneumococcal conjugate vaccination (13-valent),None,0.0,,"Specific numbers were only provided for the 7-valent vaccination for the pooled 77 countries results; however, the study states that all vaccination regimens were similarly sensitive; Vaccinatino dose cost, serotype coverage and disease incidence caused the most uncertainty, although results for every scenario were cost-effective",1,0,5.5,0,"Venezuela, RB",1,1,0,1,1,1,1,0,1,1,1,1,0
2003-01-00476,2003-01-00476-05,12620735,Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk.,"Evidence and Information for Policy, World Health Organization, 27, Geneva, Switzerland.",2003,Murray,Christopher J L,CJ,33,3,Population-wide reduction in salt intake legislation,None,0.0,,,0,0,3.0,0,"Venezuela, RB",0,1,1,0,1,1,1,0,1,1,1,1,1
2003-01-00476,2003-01-00476-25,12620735,Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk.,"Evidence and Information for Policy, World Health Organization, 27, Geneva, Switzerland.",2003,Murray,Christopher J L,CJ,260,3,Individual treatment and health education for systolic blood pressure and cholesterol concentrations: Treatment thresholds of 140 mm Hg systolic blood pressure and 6-2 mmol/L for total cholesterol concentrations,None,0.0,,,0,0,3.0,0,"Venezuela, RB",0,1,1,0,1,1,1,0,1,1,1,1,1
2014-01-02189,2014-01-02189-175,25103394,Cost-effectiveness of female human papillomavirus vaccination in 179 countries: a PRIME modelling study.,"Department of Infectious Disease Epidemiology, London School of Hygiene &Tropical Medicine, London, UK; Modelling and Economics Unit, Public HealthEngland, London, UK.",2014,Jit,Mark,M,730,3,Human papillomavirus (HPV) vaccination,None,0.0,,,0,0,7.0,0,Multiple Countries,0,0,0,1,0,1,0,0,1,0,1,0,1
2003-01-00476,2003-01-00476-17,12620735,Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk.,"Evidence and Information for Policy, World Health Organization, 27, Geneva, Switzerland.",2003,Murray,Christopher J L,CJ,650,3,Individual-based hypertension treatment and education: treatment of systolic blood pressure above 140 mm Hg with a standard regimen of beta-blocker and diuretic,None,0.0,,,0,0,3.0,0,"Venezuela, RB",0,1,1,0,1,1,1,0,1,1,1,1,1
2003-01-00476,2003-01-00476-23,12620735,Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk.,"Evidence and Information for Policy, World Health Organization, 27, Geneva, Switzerland.",2003,Murray,Christopher J L,CJ,560,3,Individual treatment for high cholesterol concentration and education: treatment with statins for total cholesterol concentrations above 5-7 mmol/L,None,0.0,,,0,0,3.0,0,"Venezuela, RB",0,1,1,0,1,1,1,0,1,1,1,1,1
2003-01-00476,2003-01-00476-18,12620735,Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk.,"Evidence and Information for Policy, World Health Organization, 27, Geneva, Switzerland.",2003,Murray,Christopher J L,CJ,130,3,Individual-based hypertension treatment and education: treatment of systolic blood pressure above 140 mm Hg with a standard regimen of beta-blocker and diuretic,None,0.0,,,0,0,3.0,0,"Venezuela, RB",0,1,1,0,1,1,1,0,1,1,1,1,1
2009-01-01615,2009-01-01615-02,19817610,Rotavirus vaccination: cost-effectiveness and impact on child mortality in developing countries.,"PATH, Seattle, Washington 98107, USA. datherly@path.org",2009,Atherly,Deborah,D,140,3,"Universal rotavirus vaccination program: live attenuated monovalent human rotavirus vaccine administered orally with 2 doses of diphtheria, tetanus, and pertussis (DTP) vaccine at ~2 and ~4 months of age, respectively",None,0.0,,"""Our sensitivity analysis assessed the impact of variability in rotavirus mortality, vaccine efficacy, relative coverage, timing of administration of vaccine doses, vaccine system costs, and our price-demand scenarios on health outcomes and cost-effectiveness of universal rotavirus vaccination. For all adjustments, rotavirus vaccination remained cost-effective or very cost-effective.""",1,0,5.0,0,Zimbabwe,1,1,1,1,0,1,1,0,1,0,1,1,1
2003-01-00476,2003-01-00476-13,12620735,Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk.,"Evidence and Information for Policy, World Health Organization, 27, Geneva, Switzerland.",2003,Murray,Christopher J L,CJ,120,3,Individual-based hypertension treatment and education: treatment of systolic blood pressure above 160 mm Hg with a standard regimen of beta-blocker and diuretic,None,0.0,,,0,0,3.0,0,"Venezuela, RB",0,1,1,0,1,1,1,0,1,1,1,1,1
2011-01-01221,2011-01-01221-07,24038500,Cost effectiveness of child pneumococcal conjugate vaccination in middle-income countries.,"Division of Infectious Diseases, Department of Medicine and Information Services Department, Children's Hospital Boston, 300 Longwood Avenue, Enders 7, Boston, MA 02115, USA.",2011,Nakamura,Mari M,MM,2000,3,Pneumococcal conjugate vaccination (7-valent),None,0.0,,,1,0,5.5,0,"Venezuela, RB",1,1,0,1,1,1,1,0,1,1,1,1,0
2003-01-00476,2003-01-00476-22,12620735,Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk.,"Evidence and Information for Policy, World Health Organization, 27, Geneva, Switzerland.",2003,Murray,Christopher J L,CJ,190,3,Individual treatment for high cholesterol concentration and education: treatment with statins for total cholesterol concentrations above 5-7 mmol/L,None,0.0,,,0,0,3.0,0,"Venezuela, RB",0,1,1,0,1,1,1,0,1,1,1,1,1
2003-01-00476,2003-01-00476-27,12620735,Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk.,"Evidence and Information for Policy, World Health Organization, 27, Geneva, Switzerland.",2003,Murray,Christopher J L,CJ,120,3,Individual treatment and health education for systolic blood pressure and cholesterol concentrations: Treatment thresholds of 140 mm Hg systolic blood pressure and 6-2 mmol/L for total cholesterol concentrations,None,0.0,,,0,0,3.0,0,"Venezuela, RB",0,1,1,0,1,1,1,0,1,1,1,1,1
2003-01-00476,2003-01-00476-12,12620735,Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk.,"Evidence and Information for Policy, World Health Organization, 27, Geneva, Switzerland.",2003,Murray,Christopher J L,CJ,24,3,Population-wide reduction in salt intake legislation and health education through mass media,None,0.0,,,0,0,3.0,0,"Venezuela, RB",0,1,1,0,1,1,1,0,1,1,1,1,1
2003-01-00476,2003-01-00476-34,12620735,Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk.,"Evidence and Information for Policy, World Health Organization, 27, Geneva, Switzerland.",2003,Murray,Christopher J L,CJ,130,3,Treat patients with multiple risk factors for blood pressure and cholesterol at 5% threshold; salt intake legislation; health education through mass media,None,0.0,,,0,0,3.0,0,"Venezuela, RB",0,1,1,0,1,1,1,0,1,1,1,1,1
2003-01-00476,2003-01-00476-10,12620735,Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk.,"Evidence and Information for Policy, World Health Organization, 27, Geneva, Switzerland.",2003,Murray,Christopher J L,CJ,20,3,Population-wide reduction in salt intake legislation and health education through mass media,None,0.0,,,0,0,3.0,0,"Venezuela, RB",0,1,1,0,1,1,1,0,1,1,1,1,1
2003-01-00476,2003-01-00476-06,12620735,Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk.,"Evidence and Information for Policy, World Health Organization, 27, Geneva, Switzerland.",2003,Murray,Christopher J L,CJ,27,3,Population-wide reduction in salt intake legislation,None,0.0,,,0,0,3.0,0,"Venezuela, RB",0,1,1,0,1,1,1,0,1,1,1,1,1
2015-01-01933,2015-01-01933-02,26010366,Antenatal syphilis screening using point-of-care testing in low- and middle-income countries in Asia and Latin America: a cost-effectiveness analysis.,"Infectious Diseases Institute, Makerere College of Health Sciences, Kampala,Uganda; Celgene Corporation, Summit, New Jersey, United States of America.",2015,Kuznik,Andreas,A,64,3,Point-of-care immunochromatographic strip test for syphilis during pregnancy,None,0.0,,Colombia $20; Costa Rica $78; Cuba $156; Dominican Republic $5; Ecuador $225; El Salvador $87; Guatemala $38; Haiti $7; Honduras $136; Mexico $99; Nicaragua $51; Paraguay $10; Peru $34; Uruguay $23; Venezuela $12,1,0,4.5,0,Vietnam,0,1,1,0,1,0,1,0,1,1,1,1,1
2015-01-01954,2015-01-01954-05,25923424,Epidemiological and Economic Impact of Monovalent and Pentavalent Rotavirus Vaccines in Low and Middle Income Countries: A Cost-effectiveness Modeling Analysis.,"From the *Grupo de Investigacion en Economia de la Salud, Universidad deCartagena. Cartagena, Colombia; daggerGrupo de Investigacion InfectologiaPediatrica, Hospital Infantil Napoleon Franco Pareja, Cartagena, Colombia; doubledaggerGrupo de Investigacion en Epidemiologia y Evaluacion en Salud Publica,Universidad Nacional de Colombia, Bogota, Colombia.",2015,Paternina-Caicedo,Angel,,420,3,Monovalent rotavirus vaccination,None,0.0,,,0,0,4.0,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2003-01-0462,2003-01-0462-07,12764494,The cost-effectiveness of policies for the safe and appropriate use of injection in healthcare settings.,"Department of Blood Safety and Clinical Technology, World Health Organization, Geneva, Switzerland.",2003,Dziekan,Gerald,G,710,3,Reduction of unsafe injection use via use of single-use syringes,None,0.0,,,1,0,5.0,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2005-01-00318,2005-01-00318-11,15857443,Cost-effectiveness of first-line antiepileptic drug treatments in the developing world: a population-level analysis.,"Department of Health System Financing, and Department of Mental Health and Substance Abuse, World Health Organization, Geneva, Switzerland. ChisholmD@who.int",2005,Chisholm,Dan,D,3000,3,Carbamazepine,None,0.0,,,1,0,5.5,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2003-01-00476,2003-01-00476-04,12620735,Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk.,"Evidence and Information for Policy, World Health Organization, 27, Geneva, Switzerland.",2003,Murray,Christopher J L,CJ,19,3,Population-wide reduction in salt intake legislation,None,0.0,,,0,0,3.0,0,"Venezuela, RB",0,1,1,0,1,1,1,0,1,1,1,1,1
2003-01-00476,2003-01-00476-32,12620735,Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk.,"Evidence and Information for Policy, World Health Organization, 27, Geneva, Switzerland.",2003,Murray,Christopher J L,CJ,290,3,Treat patients with multiple risk factors for blood pressure and cholesterol at 15% threshold; salt intake legislation; health education through mass media,None,0.0,,,0,0,3.0,0,"Venezuela, RB",0,1,1,0,1,1,1,0,1,1,1,1,1
2008-01-01763,2008-01-01763-11,18670667,Schizophrenia treatment in the developing world: an interregional and multinational cost-effectiveness analysis.,"Department of Health Systems Financing, World Health Organization, Geneva, Switzerland. ChisholmD@who.int",2008,Chisholm,Dan,D,10000,3,Older antipsychotic drug + psychosocial treatment,None,0.0,,,1,0,5.0,0,Multiple Countries,1,1,0,0,1,0,0,0,1,1,0,1,0
2011-01-01221,2011-01-01221-04,24038500,Cost effectiveness of child pneumococcal conjugate vaccination in middle-income countries.,"Division of Infectious Diseases, Department of Medicine and Information Services Department, Children's Hospital Boston, 300 Longwood Avenue, Enders 7, Boston, MA 02115, USA.",2011,Nakamura,Mari M,MM,2400,3,Pneumococcal conjugate vaccination (7-valent),None,0.0,,"Specific numbers were only provided for the 7-valent vaccination for the pooled 77 countries results; however, the study states that all vaccination regimens were similarly sensitive; Vaccinatino dose cost, serotype coverage and disease incidence caused the most uncertainty, although results for every scenario were cost-effective",1,0,5.5,0,"Venezuela, RB",1,1,0,1,1,1,1,0,1,1,1,1,0
2005-01-00318,2005-01-00318-12,15857443,Cost-effectiveness of first-line antiepileptic drug treatments in the developing world: a population-level analysis.,"Department of Health System Financing, and Department of Mental Health and Substance Abuse, World Health Organization, Geneva, Switzerland. ChisholmD@who.int",2005,Chisholm,Dan,D,3900,3,Valproic acid,None,0.0,,,1,0,5.5,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2003-01-0462,2003-01-0462-08,12764494,The cost-effectiveness of policies for the safe and appropriate use of injection in healthcare settings.,"Department of Blood Safety and Clinical Technology, World Health Organization, Geneva, Switzerland.",2003,Dziekan,Gerald,G,82000,4,Reduction of unsafe injection use via use of single-use syringes and reduction of injection use via patients-providers interactional group discussions,Reduction of unsafe injection use via provision of single-use syringes,0.0,,,1,0,5.0,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-01-02805,2016-01-02805-13,27518131,Moving Beyond GDP: Cost Effectiveness of Cochlear Implantation and Deaf Education in Latin America.,"*Department of Otolaryngology-Head and Neck Surgery, Johns Hopkins UniversitySchool of Medicine daggerDepartment of International Health, Johns HopkinsBloomberg School of Public Health, Baltimore, Maryland, U.S.A. doubledaggerDivision of Head and Neck Surgery and Communication Sciences, Department",2016,Emmett,Susan D,,240000,4,Cochlear implants,Deaf education,1.0,222764-252395,,1,0,5.0,0,Multiple Countries,0,0,0,0,0,0,1,0,0,0,1,0,0
2003-01-00476,2003-01-00476-02,12620735,Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk.,"Evidence and Information for Policy, World Health Organization, 27, Geneva, Switzerland.",2003,Murray,Christopher J L,CJ,63,3,Salt reduction through voluntary agreements with industry,None,0.0,,,0,0,3.0,0,"Venezuela, RB",0,1,1,0,1,1,1,0,1,1,1,1,1
2003-01-00476,2003-01-00476-03,12620735,Effectiveness and costs of interventions to lower systolic blood pressure and cholesterol: a global and regional analysis on reduction of cardiovascular-disease risk.,"Evidence and Information for Policy, World Health Organization, 27, Geneva, Switzerland.",2003,Murray,Christopher J L,CJ,53,3,Salt reduction through voluntary agreements with industry,None,0.0,,,0,0,3.0,0,"Venezuela, RB",0,1,1,0,1,1,1,0,1,1,1,1,1
2008-01-01735,2008-01-01735-23,18945403,Mathematical models of cervical cancer prevention in Latin America and the Caribbean.,"Program in Health Decision Science, Department of Health Policy and Management, Harvard School of Public Health, Boston, MA, USA. sue_goldie@harvard.edu",2008,Goldie,Sue J,SJ,38,2,Human papilloma virus 16/18 vaccination,Standard/Usual Care,0.0,,,0,0,6.0,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
